userId,movieId,rating,timestamp
101,928,3,1271278692
260,990,3,1358475509
275,544,4,1022362925
375,1040,5,1525849588
21,670,3,1566625381
223,1595,4,1054148890
325,1561,1,1126118083
281,1940,4,1341048701
133,227,1,1464616924
265,1396,5,1475660933
211,1596,2,1307678126
364,1900,2,1018562775
226,982,5,1365965787
286,986,2,1485087387
248,1242,1,1420655144
307,943,4,1488670282
441,279,3,1439697045
273,837,4,1402598749
271,1883,3,1542302931
381,272,1,1278827490
424,248,1,1454138056
148,124,5,1312119030
343,640,3,1499876281
409,1839,5,1294228500
227,1337,2,1039722995
142,460,2,1246514056
355,1788,3,1044181713
115,1761,4,1000809178
407,1467,1,1556210733
38,142,4,1200352583
190,1571,3,1224860158
334,1531,3,1180494616
424,856,1,1129009366
150,1968,4,1326585218
426,1299,4,1077337555
173,1351,5,1254196808
251,1660,4,1135382523
275,943,5,1516457908
317,676,1,1198099208
320,673,5,1220182616
142,1227,1,1214400954
334,222,3,1276987898
68,988,5,1345349756
110,1622,5,1541922558
183,1040,2,1191462256
432,1694,3,1076350218
64,494,4,1092108542
149,1349,2,1425109442
172,1953,4,1108403912
445,1929,3,1340534224
482,728,5,1107983879
301,343,3,1287533387
438,1612,3,1590660110
361,659,4,1459946215
21,1843,5,1166654456
157,179,4,1053102022
348,540,2,1157841483
429,579,3,1092637143
162,347,4,1026912512
72,1111,3,1018861720
210,1937,1,1446984453
218,283,1,1115166587
362,1473,5,1526218082
424,142,3,1131783404
340,1848,5,1158945980
486,49,4,1357844103
43,404,1,1381653593
295,341,3,1054407485
106,1387,1,1119494888
265,1368,4,1502796840
17,856,3,1557755962
423,183,4,1192644589
147,907,1,1106221101
45,1,2,1568046151
456,957,4,1463449355
445,1264,2,1305794297
453,520,4,1009035949
343,1694,4,1255656662
177,1711,4,1028751505
450,1348,5,1511328849
485,1683,3,1212960167
84,1137,1,1344370553
243,655,4,1480692673
307,1867,3,1009249677
210,563,5,1483499384
39,1564,1,1592177605
155,629,5,1285374117
387,1936,5,1300701953
81,1961,3,1193448354
235,1857,4,1187857881
357,1237,5,1400150750
409,1303,5,1289414437
284,277,3,1333352364
375,73,5,1167439993
30,1212,4,1576554783
451,195,4,1040162344
63,23,5,1353040943
160,1849,4,1110864279
167,1314,1,1192321956
56,833,2,1385554194
157,1226,3,1587991003
419,1451,2,1179187162
126,395,2,1417210943
325,1416,2,1344548791
204,1510,3,1118269303
344,443,3,1583209516
260,1690,1,1132954101
363,448,3,1100296497
262,1851,4,1168555037
426,485,4,1517101092
170,124,5,1594439254
134,1732,5,1194910408
369,797,2,1599070195
401,109,5,1101098773
68,1093,1,1230689072
397,674,4,1359273850
343,947,2,1329917793
416,1133,1,1247594480
341,942,3,1346554506
359,836,5,1345605723
447,1304,5,1542172270
354,139,2,1139106812
273,1123,4,1530024551
214,1785,4,1169477403
5,657,5,1568535038
64,1115,5,1444360501
173,1583,4,1561147540
246,395,3,1247995908
465,1208,2,1545849901
12,1606,1,1055415449
304,620,5,1487682911
70,1023,2,1153689189
75,1441,3,1586437006
411,715,5,1482187762
242,1489,5,1332941234
175,1775,3,1469286216
328,116,4,1416478064
225,1888,4,1265854526
294,1347,5,1044807180
431,1518,2,1082102991
114,480,5,1131208917
171,1859,3,1577394473
320,126,5,1299779275
194,1705,2,1122742045
57,1758,1,1337023088
488,1351,4,1189674050
65,1316,4,1296479630
37,141,4,1081272708
188,1152,5,1577347840
164,547,3,1380554343
23,1289,4,1130285517
384,1284,3,1283510117
75,1379,3,1567321485
188,1997,5,1310596897
45,1597,1,1510861669
16,1090,1,1002681206
162,1770,2,1215719099
322,450,4,1194521198
415,508,5,1229706631
215,974,1,1069441078
27,1654,2,1396128038
321,913,5,1144608012
21,1427,2,1041280792
214,31,5,1013245462
32,1470,3,1306798051
456,1590,1,1112865137
14,1202,4,1311534579
53,408,2,1271823901
191,260,4,1108860886
264,1490,5,1147206093
290,850,5,1233354314
361,1740,3,1441300408
479,1265,3,1201227417
274,1120,3,1269249878
88,818,3,1388139397
325,940,4,1284628124
156,1675,4,1558044778
147,137,4,1272077227
452,612,5,1546808005
112,1592,5,1383495588
401,1722,1,1277579676
417,1852,3,1018740105
175,23,4,1539066602
13,1125,5,1047406955
11,1809,3,1206382685
201,533,3,1576984786
140,1317,1,1472663140
304,871,5,1476644847
146,1792,5,1514594027
361,892,4,1223636196
397,1124,4,1520385160
329,1190,3,1559018935
470,1124,3,1462791852
237,162,5,1539981603
274,1027,2,1224191403
149,540,4,1340055104
356,1557,2,1505886946
13,1337,4,1137504821
138,565,4,1367134772
74,558,4,1375146263
258,1873,4,1134955682
409,387,5,1132876304
268,1206,2,1548239768
228,1402,3,1052866880
340,119,4,1098447022
465,104,1,1460117963
283,1526,1,1086578874
175,1758,5,1066927749
391,1760,2,1099393568
55,1978,4,1522866301
12,1552,5,1207799244
135,1252,5,1101339592
160,331,5,1455896022
217,1528,5,1227271299
104,195,4,1443634913
412,1229,4,1248440025
4,1626,5,1151137924
312,608,5,1263253791
28,278,2,1514256070
362,1465,3,1134526345
301,1363,1,1262524596
456,1384,5,1042541546
321,1073,5,1375123045
216,1462,3,1260399262
489,686,4,1033679364
84,1844,4,1191400183
54,1697,5,1127387546
226,15,2,1327444932
390,1318,5,1046619069
210,1614,3,1188548829
3,990,5,1214658282
108,1185,1,1185297228
50,1547,5,1467693224
272,580,5,1096807357
332,1163,3,1401841170
471,311,2,1055961553
154,1414,1,1182944626
285,1595,2,1092168436
336,450,5,1447629673
8,478,4,1134642256
187,1620,5,1092886869
93,86,3,1366823844
74,1572,2,1223296667
426,1279,5,1249448617
252,872,4,1250291119
91,790,5,1125283192
349,1475,4,1001901740
10,740,4,1192892575
89,605,3,1581726018
468,404,4,1247832162
113,1383,3,1460081869
17,274,5,1585503580
468,693,2,1417778624
114,1793,1,1437243507
343,1290,5,1007611432
105,1925,1,1501524833
237,1961,5,1350565060
256,651,3,1071719010
76,282,4,1442598075
199,1327,5,1411670681
40,1669,5,1130418819
279,874,4,1191150833
116,1133,3,1196257135
147,112,5,1584297965
475,836,4,1556183522
421,1921,3,1261471511
283,40,1,1102676444
24,536,5,1067256609
441,433,5,1139468023
116,279,5,1549183741
181,1854,5,1388398588
249,700,3,1234653028
313,1674,2,1232781733
85,1341,5,1570089855
179,342,4,1258061131
38,1535,3,1422733764
397,1367,3,1323390141
357,537,2,1092078002
206,1209,2,1243496821
228,1575,2,1053613589
213,310,3,1561307919
59,1823,4,1088782879
443,162,5,1359801352
465,1675,5,1065825272
273,1860,5,1567620718
153,1659,4,1440302693
241,1857,4,1512306979
81,489,5,1421916070
379,1222,5,1537408889
167,509,4,1103386704
418,763,4,1409490572
70,262,5,1457573890
337,1599,4,1266600622
109,183,5,1266219344
451,1498,1,1155502111
352,1152,5,1068985200
339,43,4,1049039847
78,826,5,1400626337
189,759,2,1004672412
339,902,5,1174953639
339,193,5,1483787141
488,525,5,1226375138
147,716,4,1555515434
458,1113,1,1256786883
428,1175,2,1285232149
371,313,5,1002009606
206,1976,5,1432418417
272,1015,5,1052212945
500,464,1,1209846384
12,1150,2,1442203418
140,1425,5,1549689243
334,1093,1,1144997434
33,1342,1,1358469096
19,726,2,1243033537
478,559,2,1149730387
182,391,5,1133126358
403,128,4,1435393271
404,1053,5,1049309063
218,1598,3,1442902849
6,1594,1,1238351016
453,1106,4,1414568154
177,1228,1,1453044610
266,98,3,1079601871
2,1660,3,1445118378
439,1319,1,1293492755
475,553,1,1425393259
403,596,1,1229261121
414,1333,4,1529396869
207,1307,3,1472478255
326,745,5,1419482107
258,413,4,1502794834
154,266,3,1571204143
405,891,4,1537750371
98,414,3,1547550656
369,301,3,1013321008
137,1188,5,1385694956
46,618,5,1437627536
330,370,4,1330904241
419,1780,5,1245626264
412,367,2,1054659450
73,1947,1,1384201975
348,1809,3,1392523431
39,369,4,1214828142
480,1460,4,1455142112
366,69,1,1268548391
203,61,3,1458409273
161,331,3,1524846685
304,1527,4,1236611109
127,275,3,1143042878
77,504,4,1501581769
358,833,2,1092122861
264,691,4,1362705285
107,1881,2,1494751675
284,865,4,1150357841
56,1211,5,1559407548
58,363,3,1359244517
168,420,3,1145974606
92,1554,4,1182034069
139,1722,1,1219241219
214,256,5,1121595991
324,988,1,1062022454
3,974,1,1043965824
102,1062,1,1070542236
133,714,5,1565606854
451,621,4,1474301218
452,69,1,1064448823
234,1559,2,1445771070
378,52,4,1335509228
311,1838,5,1156155268
36,622,5,1024198505
314,807,2,1294673264
213,829,2,1229227506
109,547,2,1092768680
118,261,5,1377563600
76,471,3,1056912766
214,457,1,1578977139
495,1648,1,1008556135
85,450,3,1169359979
18,1630,1,1358863136
414,721,3,1565486066
462,634,2,1452455419
115,932,1,1462794267
11,206,1,1075594878
147,118,2,1308860567
72,363,3,1016600352
446,1505,3,1015438825
449,1949,5,1200511628
246,1921,3,1139603887
239,205,5,1503386943
317,925,3,1052762640
71,1293,2,1098727225
305,1127,3,1077842160
62,529,4,1260611278
29,1653,2,1014054779
144,25,4,1153143927
312,1857,3,1533309013
336,425,3,1359181234
118,1769,3,1045362588
339,659,4,1569340332
271,899,1,1591958557
57,1256,1,1132637055
48,194,1,1546966037
6,716,4,1420597070
220,116,3,1318280364
82,834,3,1253657722
234,1757,5,1300662786
182,206,5,1295123002
439,574,2,1513171003
372,843,5,1035921754
414,1259,5,1396535039
49,905,1,1234052731
482,317,1,1208983087
409,1956,5,1359547129
314,1893,5,1430368573
295,1504,3,1062827874
485,1235,3,1586779194
71,1116,1,1035351951
215,991,3,1104379225
292,490,3,1568616405
62,938,5,1089948213
16,1544,3,1428514540
443,386,3,1030320939
395,1231,5,1363646681
2,1202,2,1308511577
279,658,5,1094257535
62,1830,3,1587387074
166,1987,5,1320025728
478,685,4,1122224237
269,923,3,1062856981
74,999,4,1307725518
388,1504,4,1157661143
340,1893,5,1133784320
165,575,4,1554848660
96,1699,5,1558517051
120,1838,5,1313650053
217,56,2,1060993015
232,1791,5,1323907813
402,1282,4,1269352928
182,893,1,1407669423
27,1300,5,1220537946
480,573,5,1305639774
143,1424,3,1558692208
291,1012,4,1425970580
499,950,3,1269629438
304,501,4,1061767845
415,462,5,1052839391
356,1952,1,1049975039
235,1466,3,1535213263
197,1877,3,1347679256
68,1597,3,1594575932
427,1689,2,1415975634
343,1944,5,1521778145
183,540,3,1476935925
113,170,4,1400111512
14,1739,5,1355760316
402,1179,5,1528807633
376,471,5,1565404587
133,1367,3,1299791541
458,918,4,1583859263
327,1284,3,1181858709
214,1778,3,1375238748
430,654,4,1124994671
417,375,1,1378622731
296,1142,3,1154339970
156,1208,5,1565284876
461,1858,3,1116017893
322,1828,1,1398745543
364,1960,3,1136338439
29,296,2,1458904191
340,628,2,1415651562
7,976,4,1584516846
440,944,5,1215063766
88,1280,5,1128960723
293,1258,3,1442551518
119,825,3,1418277982
373,1758,1,1418789755
231,1333,5,1287650736
273,1088,4,1240739228
403,494,5,1305092529
71,364,1,1237178929
358,728,1,1128339027
387,1829,4,1491479623
296,236,2,1207417703
395,110,5,1088136247
60,650,2,1452344880
420,637,5,1253504597
4,1247,5,1328478885
383,1880,4,1355352022
278,1666,5,1272336859
302,96,1,1346599909
266,1448,5,1264955799
355,1964,2,1538613078
145,1089,3,1242508766
490,825,4,1137091252
184,226,3,1416879704
176,530,3,1116175783
401,1423,1,1193107918
319,1527,4,1065113119
393,40,5,1097754068
82,845,5,1255889227
428,1062,4,1478475590
249,227,4,1529279887
439,1831,5,1053459288
224,830,5,1291440624
229,1414,3,1340653048
188,1882,4,1226182694
72,1817,5,1126340282
486,1215,3,1123021021
451,1436,3,1325176033
208,406,3,1329054629
200,247,3,1153085957
206,1568,5,1504189314
256,699,2,1408540958
349,1279,5,1108393598
425,287,2,1532884217
84,1511,3,1007199107
13,1581,5,1182943345
433,276,5,1066014115
481,1921,2,1402767120
408,1082,2,1172052588
279,1710,5,1153814126
187,781,5,1096706715
473,1725,1,1044772085
210,1535,3,1083532383
498,1757,4,1130840532
94,661,1,1045444007
467,628,5,1042322633
364,479,1,1542550399
180,926,3,1383026869
367,1025,4,1016037706
98,1744,2,1213092110
140,1505,5,1465228728
392,72,5,1557278528
107,1256,4,1238478194
139,615,1,1097802512
481,416,3,1457385684
341,424,5,1589795717
342,946,5,1330105023
499,822,1,1140879792
227,1395,2,1129295152
149,1139,4,1178237543
339,871,4,1478732560
6,1171,1,1196084763
450,1574,5,1579198322
244,1604,2,1135789866
164,58,3,1184775632
105,1252,3,1191043666
186,252,2,1339042151
184,796,4,1401092817
304,1832,5,1526171855
370,900,1,1396685448
367,912,4,1098569502
472,1399,5,1006519585
67,1274,1,1258112117
490,1097,5,1016613311
360,1034,4,1190124183
5,1219,5,1238823887
113,271,5,1493760616
181,1580,5,1455835606
351,434,5,1193584259
87,1712,5,1092913792
246,1625,5,1395599225
149,985,4,1311362163
214,1493,4,1135097824
372,294,3,1214499577
366,948,4,1567958552
277,984,1,1200556420
70,625,4,1065184214
452,91,5,1304861147
227,726,3,1260188297
345,1204,1,1328784374
203,573,4,1424073081
237,1717,3,1509851703
443,1261,3,1288768584
59,752,4,1139343547
307,30,4,1443519819
423,1626,5,1199104446
448,1469,2,1187134557
457,615,5,1418840046
162,1271,1,1117037912
76,897,3,1489498734
385,1857,1,1469047989
426,405,5,1328306709
166,611,5,1483440647
190,1711,1,1246147061
90,1677,1,1465293807
78,429,4,1562603246
72,1469,3,1051039740
283,269,3,1228861172
163,1084,1,1328858169
305,407,3,1140269593
303,1029,5,1512127729
146,1412,3,1407430605
13,903,3,1499755894
399,19,5,1189151982
492,419,4,1449537938
404,1636,3,1359248303
44,1896,2,1530247824
327,363,5,1450532127
164,1165,3,1162276479
398,1957,1,1163231741
324,808,1,1332010203
400,1214,1,1078495583
237,1218,5,1290746503
280,1807,4,1270798310
45,962,4,1556699750
490,1149,3,1392448797
458,1254,5,1132988788
221,423,4,1319852714
382,173,3,1034613597
390,1976,4,1462199403
4,1117,5,1005021983
106,1170,2,1203888505
96,457,2,1313713875
6,624,4,1255144382
323,1130,4,1319312830
452,849,4,1411484036
416,726,4,1568673472
468,150,4,1068412170
461,763,4,1444652859
76,599,3,1517060720
251,1257,4,1282145481
83,125,4,1245742638
372,1280,5,1112916760
412,1261,3,1031280152
74,718,4,1388887133
375,639,1,1440017011
48,1762,1,1101824010
85,405,5,1234515334
209,1472,4,1119052545
332,121,3,1217421877
331,784,3,1463663586
187,1882,5,1135787448
364,491,2,1172906799
298,76,2,1284391299
487,1782,3,1108401466
411,283,3,1006240327
263,703,2,1214183853
63,1000,1,1353748733
43,17,2,1290144720
376,1828,5,1386187353
208,804,3,1375613276
175,76,2,1127757974
400,1806,5,1220305388
180,1148,4,1362500290
399,228,3,1226612659
275,461,3,1238080063
165,27,5,1203645212
148,281,2,1477062307
386,918,1,1243440580
438,1892,3,1375949074
471,34,1,1042211548
356,534,5,1265909614
420,841,4,1537377907
239,1359,5,1195773727
388,1074,2,1150978122
165,278,3,1088665052
300,1826,4,1019838558
135,580,5,1188197341
159,384,4,1030418772
189,415,2,1077332767
322,187,5,1510122177
316,1809,5,1101071270
245,927,3,1314706048
395,887,1,1443206982
410,1903,4,1172395102
209,1249,3,1189268288
47,1205,5,1012998017
106,1816,3,1262023698
410,1995,5,1416127468
195,12,4,1599477018
369,182,3,1023213953
316,694,5,1111337125
284,1817,1,1317052640
333,1016,4,1004639022
421,1270,4,1455253525
185,468,4,1487224602
41,336,2,1404336216
322,12,5,1119588697
201,522,4,1036900577
176,788,3,1117920321
321,1459,3,1197276570
386,1695,4,1216538396
15,524,3,1274532476
359,280,2,1200559213
334,1893,3,1390664077
162,1152,4,1436344261
36,1709,4,1109394125
127,848,5,1453038519
217,1120,3,1491712659
18,294,2,1004776415
365,123,1,1325659284
104,1779,3,1069765086
206,710,3,1374791766
142,317,2,1578000671
15,1580,5,1293183236
109,1819,5,1164289279
379,206,4,1000131936
245,1311,2,1233460187
83,1134,1,1173084630
288,936,5,1316137171
291,1669,5,1365314373
409,1631,2,1460142508
325,508,2,1407872758
129,1748,4,1348058207
75,1959,5,1136888220
54,1754,4,1355255853
451,193,2,1239418478
129,1873,5,1470541139
326,8,2,1572132274
161,131,4,1337122778
364,1228,3,1028963091
73,1703,4,1397286362
173,171,4,1110336187
441,1110,5,1502966196
365,1878,2,1539232243
200,1834,3,1138566258
26,1943,5,1177701787
137,1044,5,1353979119
39,435,5,1190459870
439,1998,1,1196129833
411,1547,4,1093572370
448,902,2,1248124133
369,1962,1,1257373415
328,1467,1,1493158775
263,267,5,1087820133
366,652,5,1127620516
46,1845,5,1244303736
269,601,5,1227708469
441,116,5,1026859824
7,366,5,1515501403
438,1239,4,1291982833
28,747,5,1549065241
409,1078,3,1329522016
164,782,1,1456715202
208,1774,2,1526799532
79,622,4,1000801125
106,507,3,1263909797
320,1111,3,1581347152
210,1009,1,1053560760
391,1520,3,1507533274
308,673,4,1163579395
401,644,2,1251536089
260,1537,1,1488103089
457,189,3,1410087164
408,292,5,1340506234
299,1307,5,1198967803
413,528,3,1515129082
187,1055,3,1346240528
39,304,2,1372046886
489,1668,2,1279217429
203,1090,3,1337811677
292,1554,5,1534061312
383,442,5,1325063769
237,390,4,1173024967
152,598,3,1346368606
254,1381,1,1256302308
12,1654,3,1394481062
393,1270,1,1276539126
29,1185,5,1436120692
271,770,5,1562433908
172,1974,1,1572155627
422,1445,5,1366672235
443,1631,4,1327881283
379,722,2,1015234145
93,22,4,1564611205
426,1049,3,1062565460
55,1787,5,1176582541
167,1436,3,1061550770
119,433,3,1298970773
416,1477,3,1058807849
53,480,4,1184675578
295,890,1,1053004410
367,1411,1,1587152334
35,1542,5,1450137381
77,1373,3,1570303367
8,122,1,1024467331
179,597,1,1228881543
343,1040,3,1549899759
9,1852,2,1487653364
327,15,4,1310694113
425,1814,3,1195786752
266,1515,3,1200199095
369,306,1,1545222096
188,1690,4,1464456568
279,171,5,1201747480
18,1214,2,1235071309
284,658,5,1238009435
179,1080,3,1103100883
220,481,1,1422728673
496,323,5,1214164997
464,1816,2,1416464408
148,1142,3,1376655817
301,1394,5,1135860811
495,973,2,1429229816
439,1739,4,1321790950
309,538,4,1346272117
45,1452,3,1561427136
51,939,5,1071622071
275,1874,4,1097283803
348,1980,3,1354814866
28,891,1,1256054448
37,410,5,1208685647
294,1869,3,1294429691
310,662,4,1081260962
444,685,1,1308332757
85,794,5,1448296581
151,627,3,1382338399
158,1613,3,1324671318
463,1249,3,1229659542
347,813,4,1297012311
371,1327,1,1450249385
135,1074,4,1047942277
347,649,4,1198614814
21,1114,3,1560512812
77,1201,4,1048674916
246,629,4,1058874792
450,1561,2,1153012472
38,902,1,1364332685
322,1192,1,1317185908
355,1249,1,1539799697
448,1265,2,1538483031
237,1059,4,1109678744
